                    alpha                       ri        Curve Length / nm                    Value
                      200                      127                        1         0.83968047496956
                      200                      129                        0         0.84357168403672
                      200                      129                        1         0.84324373122489
                      200                      131                        0         0.83261776367947
                      200                      131                        1         0.83228709384025
                      200                      133                        0          0.8370401760872
                      200                      133                        1         0.83735135067679
                      200                      135                        0         0.83270858103291
                      200                      135                      0.5         0.83254769014253
                      200                      135                        1         0.83239086133327
                      202                        1                        0         0.27504200673973
                      202                        1                      0.5         0.27557217636154
                      202                        1                        1         0.27613538552809
                      202                        3                        0         0.26344675214125
                      202                        3                      0.5         0.26342720270916
                      202                        3                        1          0.2634092538281
                      202                        5                        0         0.26357617843579
                      202                        5                      0.5         0.26348594506307
                      202                        5                        1         0.26339740009192
                      202                        7                        0         0.27270484963263
                      202                        7                        1         0.27298680514676
                      202                        9                        0         0.26371048498318
                      202                        9                        1         0.26359471804646
                      202                       11                        0          0.2721453241985
                      202                       11                        1         0.27229979616032
                      202                       13                        0         0.28366953537708
                      202                       13                        1         0.28387833119389
                      202                       15                        0         0.29034764168005
                      202                       15                        1         0.29098271610711
                      202                       17                        0         0.29596461282598
                      202                       17                        1         0.29624118816403
                      202                       19                        0         0.30614937602307
                      202                       19                        1         0.30624547370682
                      202                       21                        0         0.33193712971473
                      202                       21                        1         0.33154873112034
                      202                       23                        0         0.33536641156093
                      202                       23                        1          0.3351331764842
                      202                       25                        0         0.35724654560871
                      202                       25                        1         0.35712289607876
                      202                       27                        0         0.36887522302319
                      202                       27                        1         0.36887492910554
                      202                       29                        0         0.47574912977566
                      202                       29                        1         0.47572489764655
                      202                       31                        0         0.76808500086772
                      202                       31                        1         0.76817498554482
                      202                       33                        0         0.10927822267333
                      202                       33                        1         0.10961284812034
                      202                       35                        0          0.1257501785113
                      202                       35                        1         0.12573444772658
                      202                       37                        0         0.19159551470731
                      202                       37                        1         0.19141873113029
                      202                       39                        0         0.22405527881864
                      202                       39                        1         0.22445094646399
                      202                       41                        0         0.24785217899729
                      202                       41                        1         0.24815179823852
                      202                       43                        0         0.25059655279413
                      202                       43                        1         0.25101764912098
                      202                       45                        0         0.25066658411001
                      202                       45                        1         0.25120067633997
                      202                       47                        0         0.26344742859307
                      202                       47                        1         0.26402481238447
                      202                       49                        0         0.25504164788165
                      202                       49                        1          0.2552306279774
                      202                       51                        0         0.25907001397743
                      202                       51                        1         0.25948436213884
                      202                       53                        0         0.25833204324427
                      202                       53                        1         0.25925032997402
                      202                       55                        0         0.25366337732533
                      202                       55                        1         0.25450080613871
                      202                       57                        0         0.25965308581233
                      202                       57                        1         0.25932083864854
                      202                       59                        0         0.24905794505934
                      202                       59                        1          0.2494073948606
                      202                       61                        0         0.22922413851632
                      202                       61                        1         0.22975096908433
                      202                       63                        0         0.22460817048929
                      202                       63                        1         0.22432047285311
                      202                       65                        0         0.21265523978694
                      202                       65                        1          0.2134104921163
                      202                       67                        0         0.18762033886775
                      202                       67                        1         0.18791467406319
                      202                       69                        0         0.16583328397715
                      202                       69                        1          0.1657838974935
                      202                       71                        0          0.1372135491604
                      202                       71                        1         0.13739565665547
                      202                       73                        0        0.096343574634825
                      202                       73                        1        0.096651378747971
                      202                       75                        0        0.051740595692469
                      202                       75                        1        0.051814543289484
                      202                       77                        0       0.0084552166011202
                      202                       77                        1       0.0084327272767742
                      202                       79                        0          0.0797408674449
                      202                       79                        1        0.079771988437219
                      202                       81                        0         0.16771879332536
                      202                       81                        1         0.16729531139071
                      202                       83                        0         0.28826135232567
                      202                       83                        1         0.28857435111511
                      202                       85                        0         0.40166786229246
                      202                       85                        1         0.40212955021678
                      202                       87                        0         0.52823381944626
                      202                       87                        1         0.52849416622222
                      202                       89                        0         0.65001717442053
                      202                       89                        1         0.64971465360235
                      202                       91                        0         0.72720635720556
                      202                       91                        1         0.72677069547897
                      202                       93                        0         0.78443464605862
                      202                       93                        1         0.78368495451321
                      202                       95                        0         0.80098508629747
                      202                       95                        1         0.80133240684236
                      202                       97                        0         0.82513549307365
                      202                       97                        1         0.82484451339857
                      202                       99                        0         0.82353389754718
                      202                       99                        1         0.82378094519235
                      202                      101                        0         0.83403057476761
                      202                      101                        1          0.8341420096227
                      202                      103                        0         0.81446297170389
                      202                      103                        1         0.81441526567491
                      202                      105                        0          0.8223332298819
                      202                      105                        1         0.82197735267678
                      202                      107                        0         0.81287787197331
                      202                      107                        1         0.81290818245972
                      202                      109                        0         0.82183758665681
                      202                      109                        1         0.82201624751088
                      202                      111                        0         0.83047215781131
                      202                      111                        1         0.83070687287245
                      202                      113                        0         0.82741415517912
                      202                      113                        1         0.82738868178806
                      202                      115                        0         0.82884159392046
                      202                      115                        1         0.82873810789075
                      202                      117                        0         0.83617153864581
                      202                      117                        1         0.83597863895669
                      202                      119                        0         0.83024836765743
                      202                      119                        1         0.82983515175481
                      202                      121                        0         0.83640937412915
                      202                      121                        1         0.83633920650862
                      202                      123                        0         0.83495219523728
                      202                      123                        1         0.83488763936492
                      202                      125                        0         0.83848726313559
                      202                      125                        1         0.83839235016999
                      202                      127                        0         0.83042738945757
                      202                      127                        1         0.83069525806013
                      202                      129                        0         0.84086816498562
                      202                      129                        1         0.84085531570137
                      202                      131                        0         0.84175487078509
                      202                      131                        1         0.84166463471545
                      202                      133                        0         0.83848413082814
                      202                      133                        1         0.83813046271835
                      202                      135                        0          0.8331791600222
                      202                      135                      0.5         0.83334096043788
                      202                      135                        1         0.83350801544134
                      204                        1                        0          0.2755488711377
                      204                        1                      0.5         0.27557480026738
                      204                        1                        1         0.27560286806886
                      204                        3                        0         0.26948998230419
                      204                        3                      0.5         0.26977198119094
                      204                        3                        1         0.26991082602798
                      204                        5                        0         0.26290053367231
                      204                        5                      0.5           0.262913618935
                      204                        5                        1         0.26292817790619
                      204                        7                        0         0.26605881605327
                      204                        7                        1         0.26595963412894
                      204                        9                        0         0.28122854226947
                      204                        9                        1         0.28060220765763
                      204                       11                        0         0.27741823044641
                      204                       11                        1         0.27738813698444
                      204                       13                        0         0.29075638840165
                      204                       13                        1         0.29129879079176
                      204                       15                        0         0.30125618852903
                      204                       15                        1         0.30115498099829
                      204                       17                        0         0.31265952686557
                      204                       17                        1         0.31269374883919
                      204                       19                        0         0.31700482106884
                      204                       19                        1         0.31726759100413
                      204                       21                        0         0.32050391921071
                      204                       21                        1         0.32073835112708
                      204                       23                        0         0.33655963677955
                      204                       23                        1          0.3366325398072
                      204                       25                        0         0.35410225963083
                      204                       25                        1         0.35430348884847
                      204                       27                        0         0.39429730727236
                      204                       27                        1          0.3946723834098
                      204                       29                        0         0.47506244721413
                      204                       29                        1         0.47514641444949
                      204                       31                        0          0.7215892899419
                      204                       31                        1         0.72152894484383
                      204                       33                        0         0.20455427255721
                      204                       33                        1         0.20469834863982
                      204                       35                        0        0.094816389095643
                      204                       35                        1        0.094741084186891
                      204                       37                        0         0.17980912203277
                      204                       37                        1         0.17921490281559
                      204                       39                        0          0.2185180350674
                      204                       39                        1         0.21820185649879
                      204                       41                        0         0.23368090414697
                      204                       41                        1         0.23393071442157
                      204                       43                        0         0.25279811161096
                      204                       43                        1         0.25274390918407
                      204                       45                        0         0.24566169869201
                      204                       45                        1          0.2457368004906
                      204                       47                        0         0.26143396096603
                      204                       47                        1         0.26177170936433
                      204                       49                        0         0.25700471030217
                      204                       49                        1         0.25728490815953
                      204                       51                        0          0.2582337848012
                      204                       51                        1         0.25846769042072
                      204                       53                        0         0.26068360068092
                      204                       53                        1         0.25996685130221
                      204                       55                        0         0.24917046296565
                      204                       55                        1         0.24982809247816
                      204                       57                        0         0.23857842624917
                      204                       57                        1          0.2393005814412
                      204                       59                        0         0.24516068737765
                      204                       59                        1         0.24433622580248
                      204                       61                        0         0.23866266704484
                      204                       61                        1         0.23943110314309
                      204                       63                        0          0.2175014038826
                      204                       63                        1          0.2177286177394
                      204                       65                        0         0.20163077789827
                      204                       65                        1         0.20226932343326
                      204                       67                        0         0.18158942092393
                      204                       67                        1         0.18201230912676
                      204                       69                        0         0.15731458269325
                      204                       69                        1           0.157597788334
                      204                       71                        0         0.12979976166911
                      204                       71                        1         0.12943496254291
                      204                       73                        0         0.08576048318755
                      204                       73                        1        0.085906090976755
                      204                       75                        0        0.046212868231345
                      204                       75                        1        0.046234132345713
                      204                       77                        0       0.0099561585323967
                      204                       77                        1       0.0099555441442041
                      204                       79                        0        0.083209450938666
                      204                       79                        1        0.083063234185188
                      204                       81                        0         0.17901280258238
                      204                       81                        1         0.17916247422982
                      204                       83                        0         0.29451139506224
                      204                       83                        1         0.29450285486489
                      204                       85                        0         0.38772045906787
                      204                       85                        1         0.38850934003602
                      204                       87                        0          0.5318755893388
                      204                       87                        1         0.53125989904817
                      204                       89                        0         0.67677310020184
                      204                       89                        1         0.67720320314755
                      204                       91                        0         0.73901996384661
                      204                       91                        1         0.73931413778478
                      204                       93                        0         0.77695809590773
                      204                       93                        1         0.77702269317395
                      204                       95                        0         0.80424299183976
                      204                       95                        1         0.80430740180244
                      204                       97                        0         0.81736064973286
                      204                       97                        1         0.81716904227088
                      204                       99                        0         0.81780378248012
                      204                       99                        1         0.81738022001645
                      204                      101                        0         0.82047332957488
                      204                      101                        1         0.82035234620679
                      204                      103                        0         0.81819251312684
                      204                      103                        1         0.81831304056513
                      204                      105                        0         0.81695093143715
                      204                      105                        1         0.81685062474177
                      204                      107                        0         0.81943635337728
                      204                      107                        1         0.81950566488061
                      204                      109                        0         0.81412512919915
                      204                      109                        1         0.81397103049521
                      204                      111                        0         0.82968520940657
                      204                      111                        1          0.8296296201147
                      204                      113                        0         0.82318201047307
                      204                      113                        1         0.82324412463999
                      204                      115                        0         0.82629890386086
                      204                      115                        1         0.82595107066664
                      204                      117                        0         0.83241538852128
                      204                      117                        1         0.83249748031739
                      204                      119                        0         0.83296988819031
                      204                      119                        1         0.83250767813635
                      204                      121                        0         0.83438703015132
                      204                      121                        1         0.83452546373002
                      204                      123                        0         0.83051400445052
                      204                      123                        1         0.83073267225342
                      204                      125                        0         0.83350027913807
                      204                      125                        1         0.83403859945593
                      204                      127                        0         0.83706892674733
                      204                      127                        1         0.83648274835629
                      204                      129                        0         0.82568132466166
                      204                      129                        1         0.82565958095416
                      204                      131                        0         0.84657080994615
                      204                      131                        1          0.8465501574739
                      204                      133                        0         0.83400156659029
                      204                      133                        1         0.83384403453461
                      204                      135                        0         0.83264378501415
                      204                      135                      0.5         0.83271968339352
                      204                      135                        1         0.83279632326867
                      206                        1                        0         0.26119699694417
                      206                        1                      0.5         0.26114725462686
                      206                        1                        1         0.26109856950124
                      206                        3                        0         0.26872767752075
                      206                        3                      0.5         0.26902056500781
                      206                        3                        1         0.26931632662603
                      206                        5                        0         0.26275273794549
                      206                        5                      0.5         0.26281973137419
                      206                        5                        1         0.26288790406237
                      206                        7                        0         0.26406151785805
                      206                        7                        1         0.26429413887259
                      206                        9                        0         0.27454890344316
                      206                        9                        1         0.27511581650113
                      206                       11                        0         0.28426273321754
                      206                       11                        1         0.28434103082357
                      206                       13                        0          0.2925724600748
                      206                       13                        1         0.29314384319422
                      206                       15                        0         0.30298092634776
                      206                       15                        1         0.30309274515979
                      206                       17                        0          0.3127500655845
