                    alpha                       ri        Curve Length / nm                    Value
                      306                       25                        0         -40.272315235304
                      306                       25                        1          -40.80428775852
                      306                       27                        0          -33.24150294529
                      306                       27                        1         -33.785740423925
                      306                       29                        0         -27.310056230945
                      306                       29                        1         -27.828175242298
                      306                       31                        0         -20.790349168303
                      306                       31                        1         -21.276586829984
                      306                       33                        0         -14.589740700292
                      306                       33                        1         -15.114562957857
                      306                       35                        0         -7.5426773683517
                      306                       35                        1         -8.0559603536294
                      306                       37                        0         -1.6456078925313
                      306                       37                        1         -2.1538638492325
                      306                       39                        0          4.7109883243087
                      306                       39                        1          4.1754193762238
                      306                       41                        0          10.107473824693
                      306                       41                        1          9.5976120525312
                      306                       43                        0           15.68837481986
                      306                       43                        1          15.160535410015
                      306                       45                        0          20.684279115548
                      306                       45                        1          20.171892286745
                      306                       47                        0          25.315991097767
                      306                       47                        1          24.797479693808
                      306                       49                        0          29.560518504937
                      306                       49                        1          29.042301933848
                      306                       51                        0          33.750120744406
                      306                       51                        1          33.244995393154
                      306                       53                        0          37.938486643267
                      306                       53                        1          37.416820426953
                      306                       55                        0          41.883127411576
                      306                       55                        1          41.360439881492
                      306                       57                        0          45.673545553511
                      306                       57                        1          45.157009183376
                      306                       59                        0          49.334821793534
                      306                       59                        1          48.808642042122
                      306                       61                        0          53.052718741494
                      306                       61                        1          52.540600614752
                      306                       63                        0          57.265283466503
                      306                       63                        1          56.757895011745
                      306                       65                        0           61.82285914712
                      306                       65                        1          61.312275828857
                      306                       67                        0          64.236648899827
                      306                       67                        1          63.719047323575
                      306                       69                        0          69.258572152093
                      306                       69                        1          68.744918593626
                      306                       71                        0           73.83609391087
                      306                       71                        1          73.329720390638
                      306                       73                        0          79.612341014473
                      306                       73                        1          79.088131983595
                      306                       75                        0          86.037381845895
                      306                       75                        1          85.519106640006
                      306                       77                        0          92.936970699287
                      306                       77                        1          92.419176818751
                      306                       79                        0          101.27655080051
                      306                       79                        1          100.75240917152
                      306                       81                        0          111.66500694718
                      306                       81                        1          111.14530665296
                      306                       83                        0          123.96639548784
                      306                       83                        1          123.45027501113
                      306                       85                        0          139.40364740611
                      306                       85                        1          138.88502172362
                      306                       87                        0          157.83369802957
                      306                       87                        1          157.32269617273
                      306                       89                        0         -178.84895437964
                      306                       89                        1         -179.35652539396
                      306                       91                        0         -152.45750070622
                      306                       91                        1         -152.99888355025
                      306                       93                        0         -125.03879900275
                      306                       93                        1         -125.57530865106
                      306                       95                        0         -95.603384197276
                      306                       95                        1         -96.129735173869
                      306                       97                        0         -70.520198438869
                      306                       97                        1         -71.054738407963
                      306                       99                        0         -48.551884619595
                      306                       99                        1         -49.055918162324
                      306                      101                        0         -30.626797472656
                      306                      101                        1         -31.143106712277
                      306                      103                        0         -16.298236734066
                      306                      103                        1         -16.814694048142
                      306                      105                        0         -5.6304603181972
                      306                      105                        1         -6.1506506265011
                      306                      107                        0          3.2977455751231
                      306                      107                        1          2.7816067535403
                      306                      109                        0           10.91358644863
                      306                      109                        1          10.390723256259
                      306                      111                        0          17.271076992154
                      306                      111                        1          16.757820041465
                      306                      113                        0          22.835523900219
                      306                      113                        1          22.321756167498
                      306                      115                        0          27.697961682285
                      306                      115                        1           27.18238062289
                      306                      117                        0          32.038521433665
                      306                      117                        1          31.526198601822
                      306                      119                        0          35.907885540972
                      306                      119                        1          35.388977791001
                      306                      121                        0           39.87725961929
                      306                      121                        1          39.366989548893
                      306                      123                        0          43.323113380486
                      306                      123                        1          42.804453454668
                      306                      125                        0          46.631921043698
                      306                      125                        1          46.113353864284
                      306                      127                        0          50.026008094853
                      306                      127                        1          49.514331022569
                      306                      129                        0          52.992292689917
                      306                      129                        1          52.473857514707
                      306                      131                        0          55.913843048043
                      306                      131                        1          55.404573957671
                      306                      133                        0          59.194862207558
                      306                      133                        1          58.676651310969
                      306                      135                        0           62.42240259612
                      306                      135                      0.5          62.165995313864
                      306                      135                        1          61.909641090548
                      308                        1                        0          106.89048616781
                      308                        1         0.20001220703125          106.78799648663
                      308                        1          0.4000244140625          106.68548119472
                      308                        1          0.5999755859375          106.58297875674
                      308                        1         0.79998779296875          106.48042206426
                      308                        1                        1          106.37785286866
                      308                        3                        0          108.00646627385
                      308                        3                      0.5          107.76033015834
                      308                        3                        1          107.51399244337
                      308                        5                        0          108.80373477505
                      308                        5                      0.5           108.5510679514
                      308                        5                        1           108.2983274453
                      308                        7                        0          108.48822526346
                      308                        7                        1          107.96149301779
                      308                        9                        0          111.38870098239
                      308                        9                        1          110.84641526025
                      308                       11                        0          112.55101830262
                      308                       11                        1          112.02825744249
                      308                       13                        0         -64.781369073559
                      308                       13                        1         -65.293188653363
                      308                       15                        0         -63.027788923079
                      308                       15                        1         -63.558088035276
                      308                       17                        0         -59.104003010432
                      308                       17                        1         -59.632343448522
                      308                       19                        0         -55.144429855945
                      308                       19                        1         -55.679890764878
                      308                       21                        0         -52.033539568721
                      308                       21                        1         -52.574230406009
                      308                       23                        0         -47.067023251568
                      308                       23                        1         -47.593270134939
                      308                       25                        0         -41.537360392892
                      308                       25                        1         -42.057948059834
                      308                       27                        0         -35.052806230732
                      308                       27                        1         -35.557135251303
                      308                       29                        0         -28.725384928722
                      308                       29                        1         -29.246793292096
                      308                       31                        0         -22.149798862301
                      308                       31                        1          -22.70207547618
                      308                       33                        0         -15.417995305588
                      308                       33                        1         -15.957646911124
                      308                       35                        0         -8.6476902291379
                      308                       35                        1         -9.1678609483293
                      308                       37                        0          -2.708681246065
                      308                       37                        1         -3.2131242451208
                      308                       39                        0          3.3932834843481
                      308                       39                        1          2.8794952980197
                      308                       41                        0          9.3047973951722
                      308                       41                        1          8.7899733928259
                      308                       43                        0          14.327891960651
                      308                       43                        1          13.790832792778
                      308                       45                        0          19.007394278585
                      308                       45                        1          18.501150065674
                      308                       47                        0          23.762790740513
                      308                       47                        1          23.249886062263
                      308                       49                        0          28.221312703642
                      308                       49                        1          27.694254935743
                      308                       51                        0          32.130293880115
                      308                       51                        1          31.616156625791
                      308                       53                        0          36.316113272225
                      308                       53                        1          35.809770291821
                      308                       55                        0          39.734559829113
                      308                       55                        1          39.218353230142
                      308                       57                        0          43.416995270093
                      308                       57                        1          42.893070936203
                      308                       59                        0          47.072989289402
                      308                       59                        1          46.557635985702
                      308                       61                        0          50.714636133444
                      308                       61                        1          50.192465397766
                      308                       63                        0          54.275161620947
                      308                       63                        1          53.762001691761
                      308                       65                        0           58.46828061187
                      308                       65                        1          57.948184842429
                      308                       67                        0          61.463034434557
                      308                       67                        1          60.949988660939
                      308                       69                        0          66.614869400128
                      308                       69                        1          66.095451170861
                      308                       71                        0          71.701906327603
                      308                       71                        1          71.190073797721
                      308                       73                        0          76.454417699057
                      308                       73                        1          75.933786253846
                      308                       75                        0          82.520975433757
                      308                       75                        1          81.994286210001
                      308                       77                        0          89.310967215745
                      308                       77                        1          88.804216800521
                      308                       79                        0          97.431039574761
                      308                       79                        1          96.899170449117
                      308                       81                        0          107.21307132283
                      308                       81                        1          106.68384356132
                      308                       83                        0          118.86716531807
                      308                       83                        1          118.35923806368
                      308                       85                        0          133.55375666553
                      308                       85                        1          133.01865482463
                      308                       87                        0          152.39484703791
                      308                       87                        1          151.87621376079
                      308                       89                        0          174.62975543113
                      308                       89                        1          174.12941193604
                      308                       91                        0         -159.76795764654
                      308                       91                        1         -160.29872835046
                      308                       93                        0         -133.00726173501
                      308                       93                        1         -133.53967417124
                      308                       95                        0         -103.18004296314
                      308                       95                        1         -103.71648021379
                      308                       97                        0         -76.301481238293
                      308                       97                        1         -76.813045506327
                      308                       99                        0         -51.967732039611
                      308                       99                        1         -52.494731993961
                      308                      101                        0         -32.605867842605
                      308                      101                        1         -33.150907459478
                      308                      103                        0         -17.721960001985
                      308                      103                        1         -18.241550296994
                      308                      105                        0         -6.4596059968631
                      308                      105                        1         -6.9686032290599
                      308                      107                        0          3.0871888801087
                      308                      107                        1          2.5823761857575
                      308                      109                        0          10.804936631057
                      308                      109                        1          10.293689176679
                      308                      111                        0          17.204625387574
                      308                      111                        1          16.692539338395
                      308                      113                        0          22.929957139569
                      308                      113                        1          22.418120421595
                      308                      115                        0          27.418710750864
                      308                      115                        1          26.908993232296
                      308                      117                        0          31.910938602954
                      308                      117                        1           31.39704974466
                      308                      119                        0          35.812132280307
                      308                      119                        1          35.288956146661
                      308                      121                        0          39.762274288831
                      308                      121                        1          39.244248820891
                      308                      123                        0          43.238620161842
                      308                      123                        1          42.717647481751
                      308                      125                        0          46.441180341822
                      308                      125                        1          45.913341114272
                      308                      127                        0          49.788468198912
                      308                      127                        1          49.267098882384
                      308                      129                        0          53.004774343423
                      308                      129                        1          52.493638964743
                      308                      131                        0          55.854498177369
                      308                      131                        1          55.347105166372
                      308                      133                        0          59.143906709491
                      308                      133                        1          58.622685772095
                      308                      135                        0          62.385580936456
                      308                      135                      0.5          62.128194185869
                      308                      135                        1          61.870728689615
                      310                        1                        0          103.10522923949
                      310                        1         0.20001220703125          103.00282216439
                      310                        1          0.4000244140625          102.90040503822
                      310                        1          0.5999755859375          102.79800258696
                      310                        1         0.79998779296875          102.69555568023
                      310                        1                        1           102.5930965658
                      310                        3                        0          103.93802295333
                      310                        3                      0.5          103.68437683679
                      310                        3                        1          103.43076644331
                      310                        5                        0          106.10801732376
                      310                        5                      0.5           105.8377607445
                      310                        5                        1          105.56737014941
                      310                        7                        0          106.04256885884
                      310                        7                      0.5          105.79022336477
                      310                        7                        1          105.53788791557
                      310                        9                        0          107.86157909747
                      310                        9                        1          107.35646703907
                      310                       11                        0          108.40526139847
                      310                       11                        1          107.87795698713
                      310                       13                        0          111.30113032445
                      310                       13                        1          110.76749477263
                      310                       15                        0          -64.96138928219
                      310                       15                        1         -65.488775026612
                      310                       17                        0         -61.096996547603
                      310                       17                        1          -61.65108872896
                      310                       19                        0         -57.797927343083
                      310                       19                      0.5         -58.056194106014
                      310                       19                        1         -58.314362800874
                      310                       21                        0         -53.412254087562
                      310                       21                        1         -53.934861633319
                      310                       23                        0         -47.859040318337
                      310                       23                        1         -48.375928704516
                      310                       25                        0          -42.74324198058
                      310                       25                        1         -43.271761166482
                      310                       27                        0         -35.069166547157
                      310                       27                        1          -35.57034177299
                      310                       29                        0         -30.179833812073
                      310                       29                        1          -30.71160804996
                      310                       31                        0         -22.305740048797
                      310                       31                        1         -22.824756101973
                      310                       33                        0         -16.030350837691
                      310                       33                        1          -16.54958321114
                      310                       35                        0         -9.7580299283093
                      310                       35                        1         -10.273814744912
                      310                       37                        0         -2.8817032229051
                      310                       37                        1         -3.3953304165891
                      310                       39                        0          2.6115359668438
                      310                       39                        1           2.095896947745
                      310                       41                        0          8.6211107152134
                      310                       41                        1          8.0989884977291
                      310                       43                        0          12.949125328235
                      310                       43                        1          12.432980945715
                      310                       45                        0          17.301515854858
                      310                       45                        1          16.791038851052
                      310                       47                        0          22.085333504836
                      310                       47                        1          21.574643237989
                      310                       49                        0          26.346495418183
                      310                       49                        1           25.84196721466
                      310                       51                        0          30.390824881176
                      310                       51                        1          29.869511378278
                      310                       53                        0          34.193788221185
                      310                       53                        1          33.683904562369
                      310                       55                        0          37.648958530533
                      310                       55                        1          37.124477487726
                      310                       57                        0          41.313897953786
                      310                       57                        1          40.797101575696
                      310                       59                        0          44.884826085743
                      310                       59                        1          44.362935273501
                      310                       61                        0          48.264920685967
                      310                       61                        1          47.752019849048
                      310                       63                        0          52.268237151961
                      310                       63                        1           51.74365002371
                      310                       65                        0          56.286436924427
                      310                       65                        1          55.778487617206
                      310                       67                        0          58.486499798245
                      310                       67                        1          57.969190761813
                      310                       69                        0          63.679095311997
                      310                       69                        1          63.153889851757
                      310                       71                        0          68.159945042281
                      310                       71                        1          67.652106750816
                      310                       73                        0          73.369148847858
                      310                       73                        1          72.853817486679
                      310                       75                        0          79.469975988817
                      310                       75                        1          78.950500003246
                      310                       77                        0          86.060725328308
                      310                       77                        1          85.539770513671
                      310                       79                        0          94.004383105686
                      310                       79                        1          93.491542379441
                      310                       81                        0          103.05730677202
                      310                       81                        1          102.54027057482
                      310                       83                        0          114.80945394938
                      310                       83                        1          114.29352251297
                      310                       85                        0          129.42518724653
                      310                       85                        1          128.91025150387
                      310                       87                        0           147.3148994335
                      310                       87                        1          146.81377959462
                      310                       89                        0          168.04860294428
                      310                       89                        1          167.50179010392
                      310                       91                        0         -166.65598273035
                      310                       91                        1         -167.16764929927
                      310                       93                        0         -139.84160300219
                      310                       93                        1         -140.39503859003
                      310                       95                        0         -110.98102153033
                      310                       95                        1         -111.51176404545
                      310                       97                        0         -81.897898721108
                      310                       97                        1         -82.438955552205
                      310                       99                        0         -56.350388404364
                      310                       99                        1          -56.86795694887
                      310                      101                        0         -35.038499125517
                      310                      101                        1          -35.57237291419
                      310                      103                        0         -19.021238068443
                      310                      103                        1         -19.539928558949
                      310                      105                        0         -6.7210176410712
                      310                      105                        1         -7.2230015791622
                      310                      107                        0          2.6438594289225
                      310                      107                        1          2.1279665064419
                      310                      109                        0          10.319471177593
                      310                      109                        1          9.8172913800951
                      310                      111                        0          17.013983935525
                      310                      111                        1          16.501959755539
                      310                      113                        0          22.507197169377
                      310                      113                        1          21.995035074508
                      310                      115                        0          27.501771925845
                      310                      115                        1          26.986065328706
                      310                      117                        0          31.751523635605
                      310                      117                        1          31.229784780645
                      310                      119                        0          35.775971328866
                      310                      119                        1           35.24913810806
                      310                      121                        0          39.701476320606
                      310                      121                        1          39.186409824667
                      310                      123                        0          43.127570116937
                      310                      123                        1          42.607521571014
                      310                      125                        0          46.341890392641
                      310                      125                        1          45.814862519997
                      310                      127                        0          49.617307845439
                      310                      127                        1          49.098930108592
                      310                      129                        0          52.731803934141
                      310                      129                        1          52.209030842821
                      310                      131                        0          55.886376690631
                      310                      131                        1          55.369073796177
                      310                      133                        0          58.639219386019
                      310                      133                        1          58.122834212313
                      310                      135                        0          62.103098511526
                      310                      135                      0.5          61.848897295729
                      310                      135                        1          61.594593773281
                      312                        1                        0          99.922792820198
                      312                        1         0.16668701171875          99.835060542284
                      312                        1         0.33331298828125          99.747329191566
                      312                        1                      0.5          99.659542065273
                      312                        1         0.66668701171875          99.571724877246
                      312                        1         0.83331298828125          99.483912205256
                      312                        1                        1          99.396042668653
                      312                        3                        0          101.08659093404
                      312                        3                      0.5          100.83610208143
                      312                        3                        1           100.5855572992
                      312                        5                        0           101.9377502935
                      312                        5                      0.5          101.67588203682
                      312                        5                        1          101.41402125035
                      312                        7                        0          103.70185474094
                      312                        7                        1          103.18035170755
                      312                        9                        0          104.31127984122
                      312                        9                        1          103.82178128703
                      312                       11                        0          106.97142259065
                      312                       11                        1          106.45087307095
                      312                       13                        0          108.69801579513
                      312                       13                        1          108.21052775911
                      312                       15                        0          110.91853638986
                      312                       15                        1          110.38743552497
                      312                       17                        0         -64.433401066347
                      312                       17                        1         -64.955838526885
                      312                       19                        0         -60.931770327247
                      312                       19                        1         -61.424796257884
                      312                       21                        0         -56.885624086011
                      312                       21                        1         -57.394548310016
                      312                       23                        0         -49.915720431961
                      312                       23                        1          -50.44113365165
                      312                       25                        0         -45.052573688752
                      312                       25                        1         -45.546839019041
                      312                       27                        0         -37.911541437043
                      312                       27                        1         -38.421935910826
                      312                       29                        0         -31.712703165724
                      312                       29                        1         -32.252486323963
                      312                       31                        0         -24.187050131219
                      312                       31                        1         -24.683860939838
                      312                       33                        0         -16.769983033058
                      312                       33                        1         -17.282296343215
