                    alpha                       ri        Curve Length / nm                    Value
                      218                       73                        0          29.609200604271
                      218                       73                        1           29.08824783335
                      218                       75                        0          35.216238982354
                      218                       75                        1          34.681617993904
                      218                       77                        0         -138.11348431837
                      218                       77                        1         -138.61557543717
                      218                       79                        0         -130.51980967926
                      218                       79                        1          -131.0280119723
                      218                       81                        0          -120.8767180568
                      218                       81                        1         -121.38917684307
                      218                       83                        0         -112.51490086245
                      218                       83                        1         -113.03174915888
                      218                       85                        0         -99.313819072991
                      218                       85                        1         -99.827231542251
                      218                       87                        0         -84.837051028628
                      218                       87                        1         -85.344674573753
                      218                       89                        0         -69.613220216302
                      218                       89                        1         -70.129246128461
                      218                       91                        0         -55.278977091873
                      218                       91                        1         -55.791828686963
                      218                       93                        0         -41.788061983569
                      218                       93                        1         -42.304266937493
                      218                       95                        0         -30.020283171992
                      218                       95                        1         -30.545628863953
                      218                       97                        0         -20.308615796632
                      218                       97                        1         -20.811768219924
                      218                       99                        0         -11.757104433184
                      218                       99                        1         -12.262536599323
                      218                      101                        0         -4.4184257779965
                      218                      101                        1         -4.9389604120233
                      218                      103                        0          1.8062502778898
                      218                      103                        1          1.2997947922087
                      218                      105                        0          7.5532287310338
                      218                      105                        1          7.0408793864556
                      218                      107                        0           12.96392025976
                      218                      107                        1          12.438556473493
                      218                      109                        0          17.796442292893
                      218                      109                        1          17.283278007056
                      218                      111                        0          22.590108497364
                      218                      111                        1          22.083737581599
                      218                      113                        0          26.542468555141
                      218                      113                        1          26.024133790156
                      218                      115                        0          31.004457456358
                      218                      115                        1          30.499095764038
                      218                      117                        0           34.89549583569
                      218                      117                        1          34.368214932612
                      218                      119                        0          38.952442471995
                      218                      119                        1          38.434721822016
                      218                      121                        0          42.471296543207
                      218                      121                        1           41.94574223228
                      218                      123                        0          45.936809142778
                      218                      123                        1           45.43122887202
                      218                      125                        0          49.224533700657
                      218                      125                        1          48.710919270003
                      218                      127                        0          52.435828609682
                      218                      127                        1          51.917180198559
                      218                      129                        0          55.523425982176
                      218                      129                        1          55.008042970368
                      218                      131                        0          58.446261351217
                      218                      131                        1          57.926498507945
                      218                      133                        0          61.412540037419
                      218                      133                        1           60.89406680301
                      218                      135                        0          64.008729068105
                      218                      135                        1          63.501931146974
                      220                        1                        0         -16.709571342785
                      220                        1                      0.5         -16.960739452064
                      220                        1                        1         -17.211982881538
                      220                        3                        0         -16.548388370597
                      220                        3                      0.5          -16.82090570806
                      220                        3                        1         -17.093453194014
                      220                        5                        0          -16.08774549356
                      220                        5                      0.5         -16.345273141683
                      220                        5                        1         -16.602838694692
                      220                        7                        0         -15.331509789516
                      220                        7                        1         -15.851313877767
                      220                        9                        0         -15.663119704719
                      220                        9                        1         -16.189823481954
                      220                       11                        0         -13.843838323352
                      220                       11                        1          -14.38940105438
                      220                       13                        0         -14.110898878263
                      220                       13                        1         -14.621505299614
                      220                       15                        0         -13.658559381151
                      220                       15                        1         -14.167124440212
                      220                       17                        0         -12.501878771119
                      220                       17                        1         -13.001653968486
                      220                       19                        0         -10.416870135246
                      220                       19                        1         -10.945873409215
                      220                       21                        0         -9.7252207538786
                      220                       21                        1         -10.245700195304
                      220                       23                        0          -7.936655722777
                      220                       23                        1         -8.4707412551436
                      220                       25                        0         -5.1988873104067
                      220                       25                        1         -5.7081114292886
                      220                       27                        0         -2.2307643054262
                      220                       27                        1         -2.7179856261283
                      220                       29                        0          2.5638502292846
                      220                       29                        1          2.0619934961626
                      220                       31                        0          13.350752516861
                      220                       31                        1          12.836981951118
                      220                       33                        0          47.332013465537
                      220                       33                        1          46.821734840629
                      220                       35                        0          118.87826338004
                      220                       35                        1          118.34774444422
                      220                       37                        0            145.276707253
                      220                       37                        1           144.7412224927
                      220                       39                        0         -23.368359985149
                      220                       39                        1          -23.87809707603
                      220                       41                        0         -17.926119787999
                      220                       41                        1         -18.444056890897
                      220                       43                        0         -15.922006771895
                      220                       43                        1         -16.444891681746
                      220                       45                        0         -11.788821171184
                      220                       45                        1         -12.317096759295
                      220                       47                        0         -10.200525971051
                      220                       47                        1          -10.71704563836
                      220                       49                        0          -7.186066304688
                      220                       49                        1         -7.7351654371146
                      220                       51                        0         -4.9765250086585
                      220                       51                        1         -5.5053163903079
                      220                       53                        0         -2.4333588629338
                      220                       53                        1         -2.9346398345659
                      220                       55                        0        -0.48856467021865
                      220                       55                        1         -1.0116836451309
                      220                       57                        0          2.2896135327847
                      220                       57                        1          1.7507602868372
                      220                       59                        0          4.1446681024401
                      220                       59                        1          3.6325941804617
                      220                       61                        0          7.9389707249545
                      220                       61                        1          7.4072146972015
                      220                       63                        0          9.5345556446897
                      220                       63                        1          9.0210701004896
                      220                       65                        0          12.029395707676
                      220                       65                        1          11.499225760849
                      220                       67                        0          15.130911573843
                      220                       67                        1          14.591985062839
                      220                       69                        0           21.67717403582
                      220                       69                        1          21.128006407117
                      220                       71                        0          23.181391378444
                      220                       71                        1          22.655495034982
                      220                       73                        0          29.017321486489
                      220                       73                        1          28.510428102199
                      220                       75                        0          36.449072003714
                      220                       75                        1          35.917230028896
                      220                       77                        0         -139.15020260825
                      220                       77                        1         -139.65736612832
                      220                       79                        0         -131.87979334739
                      220                       79                        1         -132.40147237325
                      220                       81                        0         -122.23849331823
                      220                       81                        1         -122.76252544172
                      220                       83                        0         -111.47596616171
                      220                       83                        1         -111.97608222491
                      220                       85                        0          -100.3170546492
                      220                       85                        1         -100.86290085411
                      220                       87                        0         -85.859123160307
                      220                       87                        1         -86.355865220865
                      220                       89                        0         -70.818971978494
                      220                       89                        1         -71.345439645609
                      220                       91                        0         -55.768616531624
                      220                       91                        1         -56.298385774853
                      220                       93                        0         -42.219039419356
                      220                       93                        1         -42.724993901582
                      220                       95                        0         -30.595490914173
                      220                       95                        1         -31.108868683678
                      220                       97                        0         -20.824108457406
                      220                       97                        1         -21.346346575733
                      220                       99                        0         -12.168617827347
                      220                       99                        1         -12.690692074607
                      220                      101                        0         -4.9628584370509
                      220                      101                        1          -5.476175706684
                      220                      103                        0          1.7098073542903
                      220                      103                        1          1.1993800732461
                      220                      105                        0          7.3794688229548
                      220                      105                        1          6.8510952605634
                      220                      107                        0          12.679264053553
                      220                      107                        1          12.168733376133
                      220                      109                        0          17.795602931882
                      220                      109                        1          17.288028581427
                      220                      111                        0          22.361765963888
                      220                      111                        1          21.847034250204
                      220                      113                        0          26.878947726025
                      220                      113                        1          26.369284608641
                      220                      115                        0          31.034957748626
                      220                      115                        1          30.515586924947
                      220                      117                        0          34.805548670925
                      220                      117                        1          34.289387670261
                      220                      119                        0            38.7339959925
                      220                      119                        1           38.21984981686
                      220                      121                        0          42.691787519164
                      220                      121                        1          42.177347025494
                      220                      123                        0          45.864217163213
                      220                      123                        1          45.346919334566
                      220                      125                        0          49.321709130884
                      220                      125                        1          48.808007099593
                      220                      127                        0          52.639672980801
                      220                      127                        1          52.117449972856
                      220                      129                        0          55.679874146829
                      220                      129                        1          55.157814423255
                      220                      131                        0          58.758872702989
                      220                      131                        1          58.250887567092
                      220                      133                        0           61.23108908268
                      220                      133                        1          60.716758313513
                      220                      135                        0          64.291047296771
                      220                      135                        1          63.779874587803
                      222                        1                        0         -18.055034740989
                      222                        1                      0.5         -18.319106311479
                      222                        1                        1         -18.583151621785
                      222                        3                        0         -18.497136197146
                      222                        3                      0.5         -18.752636900426
                      222                        3                        1         -19.008095942748
                      222                        5                        0         -16.729241382127
                      222                        5                      0.5         -16.988128081523
                      222                        5                        1         -17.247321225614
                      222                        7                        0         -17.073587298601
                      222                        7                        1         -17.591965370628
                      222                        9                        0         -16.810227700937
                      222                        9                        1         -17.338992939412
                      222                       11                        0         -16.028126237749
                      222                       11                        1         -16.571011883484
                      222                       13                        0         -15.116083731608
                      222                       13                        1         -15.629831729473
                      222                       15                        0         -14.656951633279
                      222                       15                        1         -15.151749610489
                      222                       17                        0         -13.087112672681
                      222                       17                        1         -13.600709172118
                      222                       19                        0         -12.020859697514
                      222                       19                        1         -12.543944762116
                      222                       21                        0         -10.885770187575
                      222                       21                        1         -11.418398692987
                      222                       23                        0         -10.078759247293
                      222                       23                        1         -10.585904682284
                      222                       25                        0         -6.8109056152972
                      222                       25                        1         -7.3187726947673
                      222                       27                        0         -3.9863172804728
                      222                       27                        1         -4.5168627210766
                      222                       29                        0          1.1397376617862
                      222                       29                        1         0.62818581303449
                      222                       31                        0          11.618146492935
                      222                       31                        1           11.09917538461
                      222                       33                        0          41.009272741539
                      222                       33                        1          40.481222965887
                      222                       35                        0          108.78680063873
                      222                       35                        1          108.26731389745
                      222                       37                        0          140.92940723388
                      222                       37                        1          140.40558486263
                      222                       39                        0         -27.422994675601
                      222                       39                        1         -27.935546663912
                      222                       41                        0           -20.6299771743
                      222                       41                        1         -21.150404138358
                      222                       43                        0         -15.113452908967
                      222                       43                        1         -15.639718999311
                      222                       45                        0         -14.949729328797
                      222                       45                        1         -15.482444730263
                      222                       47                        0         -11.719575487343
                      222                       47                        1         -12.238197478316
                      222                       49                        0         -10.642416387152
                      222                       49                        1         -11.132259543884
                      222                       51                        0         -7.1508797640406
                      222                       51                        1          -7.658891482244
                      222                       53                        0         -4.2978415456594
                      222                       53                        1         -4.8179598149182
                      222                       55                        0         -2.4805286719682
                      222                       55                        1         -3.0000610155648
                      222                       57                        0         0.47431772364707
                      222                       57                        1       -0.036801779709366
                      222                       59                        0          2.3126478115086
                      222                       59                        1          1.7864642577102
                      222                       61                        0          5.8456273573082
                      222                       61                        1          5.3257071131706
                      222                       63                        0          8.5313283059631
                      222                       63                        1          8.0238151276709
                      222                       65                        0          12.076801756793
                      222                       65                        1          11.572035359524
                      222                       67                        0          15.102198488248
                      222                       67                        1          14.581933200975
                      222                       69                        0          19.107845557997
                      222                       69                        1          18.591427334234
                      222                       71                        0          24.356630675914
                      222                       71                        1          23.820334521406
                      222                       73                        0          28.018722162102
                      222                       73                        1          27.498318641722
                      222                       75                        0           34.09763861837
                      222                       75                        1          33.581161330212
                      222                       77                        0         -140.30951372854
                      222                       77                        1         -140.84364537783
                      222                       79                        0         -132.33127396126
                      222                       79                        1         -132.87462081279
                      222                       81                        0         -124.39976649893
                      222                       81                        1          -124.9077334411
                      222                       83                        0         -113.36543777183
                      222                       83                        1         -113.89896419567
                      222                       85                        0         -100.33593826877
                      222                       85                        1         -100.85775158246
                      222                       87                        0         -86.649166763329
                      222                       87                        1         -87.178015277847
                      222                       89                        0         -71.661966882732
                      222                       89                        1         -72.169892259128
                      222                       91                        0         -56.457774709643
                      222                       91                        1         -56.998040882261
                      222                       93                        0         -42.878955472648
                      222                       93                        1         -43.409304338008
                      222                       95                        0         -31.160244787509
                      222                       95                        1         -31.694953142299
                      222                       97                        0         -21.433191133804
                      222                       97                        1         -21.940304257395
                      222                       99                        0         -12.482226379328
                      222                       99                        1         -12.988817238479
                      222                      101                        0          -5.233069829459
                      222                      101                        1         -5.7567404732725
                      222                      103                        0           1.337970262418
                      222                      103                        1         0.82051155052675
                      222                      105                        0          7.2159627004414
                      222                      105                        1          6.6855907661187
                      222                      107                        0           12.77895977335
                      222                      107                        1          12.261087732597
                      222                      109                        0          17.588441226017
                      222                      109                        1          17.075798704666
                      222                      111                        0          22.075124461779
                      222                      111                        1          21.563862199299
                      222                      113                        0          26.594703833855
                      222                      113                        1          26.078610223886
                      222                      115                        0          30.716236545226
                      222                      115                        1          30.199259690117
                      222                      117                        0          34.970487476213
                      222                      117                        1          34.453481032948
                      222                      119                        0          38.694883482483
                      222                      119                        1          38.193249707993
                      222                      121                        0          42.255659272497
                      222                      121                        1          41.744340948233
                      222                      123                        0          45.759499858944
                      222                      123                        1          45.246380900434
                      222                      125                        0          49.364761658972
                      222                      125                        1          48.855297289003
                      222                      127                        0          52.469188984959
                      222                      127                        1          51.938676223226
                      222                      129                        0          55.626719226883
                      222                      129                        1          55.109016582606
                      222                      131                        0          58.613719574898
                      222                      131                        1          58.098363580845
                      222                      133                        0          61.547241558381
                      222                      133                        1          61.019903127007
                      222                      135                        0          64.052188446854
                      222                      135                        1           63.53761860693
                      224                        1                        0         -17.927484466039
                      224                        1                      0.5         -18.199044036443
                      224                        1                        1         -18.470990862015
                      224                        3                        0         -19.399603962441
                      224                        3                      0.5         -19.665988905778
                      224                        3                        1         -19.930995555548
                      224                        5                        0         -18.807437715697
                      224                        5                      0.5         -19.067261309262
                      224                        5                        1         -19.327207369344
                      224                        7                        0         -16.866932876716
                      224                        7                        1         -17.399321143711
                      224                        9                        0         -17.993943290614
                      224                        9                        1         -18.503636915504
                      224                       11                        0         -16.790069947274
                      224                       11                        1         -17.300072616765
                      224                       13                        0         -14.612424862687
                      224                       13                        1         -15.090346316594
                      224                       15                        0         -15.849321341683
                      224                       15                        1         -16.380287187709
                      224                       17                        0         -14.150147694449
                      224                       17                        1         -14.693469155114
                      224                       19                        0         -13.436072707098
                      224                       19                        1         -13.962676165715
                      224                       21                        0         -11.277756397569
                      224                       21                        1         -11.800286807434
                      224                       23                        0         -10.442748647208
                      224                       23                        1         -10.974847259914
                      224                       25                        0         -8.0245185139428
                      224                       25                        1         -8.5289673523272
                      224                       27                        0         -4.4957334957089
                      224                       27                        1         -5.0217059129193
                      224                       29                        0          0.4577497359015
                      224                       29                        1       -0.051825320871065
                      224                       31                        0          9.9043475308511
                      224                       31                        1          9.3609239420304
                      224                       33                        0           35.99772783839
                      224                       33                        1           35.47488306404
                      224                       35                        0          100.04080876771
                      224                       35                        1          99.520214126195
                      224                       37                        0           136.5992529117
                      224                       37                        1          136.12327708476
                      224                       39                        0         -30.319481388247
                      224                       39                        1         -30.827584066088
                      224                       41                        0         -24.616552382306
                      224                       41                        1         -25.127274993343
                      224                       43                        0         -19.902488620754
                      224                       43                        1         -20.415258635166
                      224                       45                        0         -15.839967481632
                      224                       45                        1         -16.353370903676
                      224                       47                        0         -14.080111650196
                      224                       47                        1         -14.613712122209
                      224                       49                        0         -10.479858767322
                      224                       49                        1         -10.970139533198
                      224                       51                        0         -8.7602940354303
                      224                       51                        1         -9.2600993379693
                      224                       53                        0         -5.0070721014195
                      224                       53                        1         -5.5216370795176
                      224                       55                        0         -3.7164052378431
                      224                       55                        1         -4.2463825244976
                      224                       57                        0          -1.977907988137
                      224                       57                        1         -2.4873368134688
                      224                       59                        0         0.76932803104602
                      224                       59                        1         0.25215044082107
                      224                       61                        0          3.4042838483595
                      224                       61                        1          2.8841387782336
                      224                       63                        0           8.178461376511
                      224                       63                        1          7.6384447576373
                      224                       65                        0          10.730123381042
                      224                       65                        1          10.223560530317
                      224                       67                        0          14.155153087831
                      224                       67                        1          13.647052062192
                      224                       69                        0          17.660547025799
                      224                       69                        1          17.130262418306
                      224                       71                        0          22.105661313804
                      224                       71                        1          21.583409713692
                      224                       73                        0          26.169052984876
                      224                       73                        1          25.639344806556
                      224                       75                        0          31.853826449349
                      224                       75                        1           31.33772193858
                      224                       77                        0         -141.25155097073
                      224                       77                        1          -141.7530221882
                      224                       79                        0         -134.56596289384
                      224                       79                        1          -135.0816134597
                      224                       81                        0          -124.1482891787
                      224                       81                        1          -124.6443622102
                      224                       83                        0         -114.06676783788
                      224                       83                        1         -114.57091191454
                      224                       85                        0         -102.26486533568
                      224                       85                        1         -102.80221086333
                      224                       87                        0         -87.286484079168
                      224                       87                        1         -87.807574927314
                      224                       89                        0         -72.779316200945
                      224                       89                        1         -73.315304442101
                      224                       91                        0         -57.245120646085
                      224                       91                        1          -57.74331477152
                      224                       93                        0          -43.59990650198
                      224                       93                        1         -44.110496962876
                      224                       95                        0         -31.499663738799
                      224                       95                        1         -32.006045733123
                      224                       97                        0         -21.769081305556
